token:16781129 lambda:0.999860
token:16827486 lambda:0.001575
token:16809094 lambda:0.000451
token:16804884 lambda:0.000002
token:16781976 lambda:0.000014
token:16780955 lambda:0.000538
token:50341296 lambda:0.000005
token:16803076 lambda:0.000001
token:16799415 lambda:0.000551
token:16794234 lambda:0.000354
token:16812481 lambda:0.000301
token:16824621 lambda:0.000647
token:50333048 lambda:0.000133
token:50346541 lambda:0.000119
token:50339686 lambda:0.000487
token:16788637 lambda:0.000021
token:16839117 lambda:0.000001
token:16789073 lambda:0.000281
token:16792662 lambda:0.000111
token:16791027 lambda:0.000238
token:16799094 lambda:0.263364
token:50353219 lambda:0.000717
token:16816264 lambda:0.000185
token:16793950 lambda:0.352149
token:16802710 lambda:0.000289
token:16793706 lambda:0.000482
token:50356448 lambda:0.000001
token:16828538 lambda:0.000030
token:16795775 lambda:0.001285
token:16815520 lambda:0.000720
token:50334651 lambda:0.000158
token:33564570 lambda:0.000229
token:16825673 lambda:0.000439
token:16803230 lambda:0.000175
token:16850327 lambda:0.997812
token:16805262 lambda:0.000417
token:16801322 lambda:0.000244
token:16804182 lambda:0.000507
token:16816331 lambda:0.000195
token:16781815 lambda:0.000696
token:16785114 lambda:0.265767
token:16782471 lambda:0.000240
token:16791038 lambda:0.000538
token:16788786 lambda:0.468585
token:50336014 lambda:0.001084
token:16784991 lambda:0.006739
token:16846463 lambda:0.000087
token:50351496 lambda:0.000045
token:16799009 lambda:0.003734
token:50335730 lambda:0.000023
token:16839796 lambda:0.000149
token:50354938 lambda:0.000177
token:16789955 lambda:0.000553
token:50333930 lambda:0.000486
token:16828920 lambda:0.000247
token:16826571 lambda:0.000117
token:16795524 lambda:0.000647
token:16790008 lambda:0.444250
token:16818281 lambda:0.001157
token:50340871 lambda:0.001220
token:50359157 lambda:0.000981
token:16829885 lambda:0.000002
token:50353263 lambda:0.000267
token:16800654 lambda:0.001574
token:16805531 lambda:0.000776
token:16785305 lambda:0.000046
token:16787930 lambda:0.000327
token:16840056 lambda:0.000014
token:16778744 lambda:0.046931
token:16799401 lambda:0.000285
token:50344547 lambda:0.003410
token:16799271 lambda:0.000598
token:16814353 lambda:0.000085
token:16796731 lambda:0.000460
token:16793354 lambda:0.000936
token:16780816 lambda:0.003600
token:16782629 lambda:0.072202
token:50336352 lambda:0.679544
token:50341582 lambda:0.000778
token:16798937 lambda:0.000596
token:16804871 lambda:0.001998
token:16799457 lambda:0.000662
token:16814464 lambda:0.000402
token:50352778 lambda:0.000457
token:50337319 lambda:0.000293
token:16793094 lambda:0.510728
token:16815787 lambda:0.766040
token:16803641 lambda:0.001075
token:16809203 lambda:0.000791
token:16812206 lambda:0.000240
token:16844958 lambda:0.000240
token:16822690 lambda:0.000476
token:16828259 lambda:0.000015
token:50355716 lambda:0.000005
token:16815377 lambda:0.002318
token:50335769 lambda:0.000011
token:50342898 lambda:0.000974
token:16804255 lambda:0.000250
token:16829162 lambda:0.000070
token:50349874 lambda:0.000212
token:16817071 lambda:0.000850
token:16788986 lambda:0.000752
token:16814723 lambda:0.000106
token:16805803 lambda:0.000254
token:50335314 lambda:0.000698
token:16789586 lambda:0.001969
token:50355444 lambda:0.000240
token:16778257 lambda:0.000835
token:16787781 lambda:0.001757
token:16777323 lambda:0.002454
token:16782703 lambda:0.000267
token:16795218 lambda:0.999322
token:50339375 lambda:0.001553
token:16809934 lambda:0.000157
token:16790724 lambda:0.001688
token:16815907 lambda:0.001080
token:16822909 lambda:0.000020
token:16799626 lambda:0.044060
token:16799108 lambda:0.000487
token:50352145 lambda:0.000087
token:16819997 lambda:0.000133
token:16840890 lambda:0.000001
token:16818740 lambda:0.000353
token:16818153 lambda:0.000300
token:50353356 lambda:0.000042
token:50338566 lambda:0.001139
token:16791741 lambda:0.003475
token:50348386 lambda:0.000389
token:16790878 lambda:0.001607
token:16797527 lambda:0.000284
token:16812727 lambda:0.996583
token:16787004 lambda:0.119258
token:16789622 lambda:0.000001
token:16813997 lambda:0.001410
token:50337062 lambda:0.997994
token:16812465 lambda:0.000223
token:16785510 lambda:0.998817
token:50336732 lambda:0.000056
token:16794547 lambda:0.001208
token:50341047 lambda:0.000190
token:16816249 lambda:0.003026
token:16824210 lambda:0.000191
token:16783382 lambda:0.158501
token:16791338 lambda:0.007410
token:16804418 lambda:0.000195
token:16830476 lambda:0.000953
token:16780516 lambda:0.002703
token:16812814 lambda:0.002084
token:16794684 lambda:0.000825
token:50339864 lambda:0.005507
token:16780484 lambda:0.997458
token:16811321 lambda:0.000086
token:16806299 lambda:0.000349
token:16819143 lambda:0.007794
token:16817861 lambda:0.052499
token:16780528 lambda:0.518955
token:16801874 lambda:0.000100
token:50343592 lambda:0.000094
token:16781898 lambda:0.563743
token:50340052 lambda:0.000914
token:16811253 lambda:0.000477
token:16798425 lambda:0.002199
token:16794135 lambda:0.001791
token:16822624 lambda:0.000093
token:16798735 lambda:0.000594
token:16795711 lambda:0.000424
token:16810053 lambda:0.000363
token:50345222 lambda:0.000133
token:16787501 lambda:0.006006
token:50352942 lambda:0.996516
token:16803834 lambda:0.003594
token:16852081 lambda:0.000558
token:16795485 lambda:0.000104
token:16867172 lambda:0.999982
token:16796337 lambda:0.000088
token:16801034 lambda:0.359929
token:50344232 lambda:0.000083
token:16803810 lambda:0.994522
token:50341763 lambda:0.001296
token:16806042 lambda:0.000342
token:50337140 lambda:0.000145
token:16803393 lambda:0.000089
token:50352457 lambda:0.081358
token:50345724 lambda:0.973427
token:16796996 lambda:0.000387
token:16809619 lambda:0.001169
token:16804863 lambda:0.000501
token:16800993 lambda:0.001646
token:16796351 lambda:0.070777
token:16786885 lambda:0.001066
token:16813758 lambda:0.000374
token:50341888 lambda:0.000001
token:16783387 lambda:0.002222
token:16815532 lambda:0.001537
token:16851458 lambda:0.000240
token:16782275 lambda:0.074396
token:16800886 lambda:0.001632
token:16792905 lambda:0.000271
token:16781833 lambda:0.009411
token:16780766 lambda:0.009248
token:16819909 lambda:0.000125
token:16815182 lambda:0.000511
token:16798800 lambda:0.004154
token:16801335 lambda:0.000389
token:16829121 lambda:0.000339
token:16782303 lambda:0.003105
token:16793379 lambda:0.000309
token:50338076 lambda:0.983046
token:16777978 lambda:0.999544
token:50338887 lambda:0.000131
token:16790105 lambda:0.000142
token:16791451 lambda:0.000507
token:16819059 lambda:0.023564
token:16798349 lambda:0.000504
token:16786537 lambda:0.009505
token:16777939 lambda:0.997982
token:16830668 lambda:0.000997
token:16807477 lambda:0.007495
token:50359606 lambda:0.000019
token:16843168 lambda:0.000016
token:50344064 lambda:0.000374
token:50358960 lambda:0.000031
token:16854930 lambda:0.000270
token:16805253 lambda:0.002722
token:16783521 lambda:0.153278
token:16811862 lambda:0.000216
token:16796556 lambda:0.445061
token:16801795 lambda:0.000130
token:50333596 lambda:0.000050
token:16781654 lambda:0.606243
token:50336020 lambda:0.011686
token:50343719 lambda:0.002535
token:16813021 lambda:0.000399
token:16789598 lambda:0.001013
token:50342240 lambda:0.225017
token:16792788 lambda:0.195607
token:16798575 lambda:0.000497
token:16808336 lambda:0.000479
token:16795055 lambda:0.000217
token:16807423 lambda:0.000342
token:16785262 lambda:0.104479
token:50353634 lambda:0.000063
token:50356972 lambda:0.000240
token:16811960 lambda:0.000262
token:16843649 lambda:0.000138
token:16795875 lambda:0.000477
token:16779572 lambda:0.952065
token:16808381 lambda:0.000537
token:16788050 lambda:0.000840
token:50358363 lambda:0.000284
token:16823664 lambda:0.002098
token:50353269 lambda:0.000093
token:16869518 lambda:0.000001
token:16811370 lambda:0.000001
token:16810950 lambda:0.000321
token:16822894 lambda:0.000104
token:50340764 lambda:0.826302
token:50344491 lambda:0.000342
token:16794687 lambda:0.000306
token:16782761 lambda:0.998883
token:16816605 lambda:0.000550
token:16822768 lambda:0.000464
token:16804441 lambda:0.998343
token:16819882 lambda:0.003605
token:16808922 lambda:0.007001
token:16784888 lambda:0.001241
token:50344582 lambda:0.805417
token:16817399 lambda:0.000180
token:16779570 lambda:0.000598
token:16818052 lambda:0.000449
token:16803824 lambda:0.000099
token:16817587 lambda:0.001103
token:16817580 lambda:0.000219
token:16810906 lambda:0.000064
token:16828966 lambda:0.107581
token:50339076 lambda:0.000872
token:16869788 lambda:0.009528
token:16780539 lambda:0.001786
token:16798069 lambda:0.000595
token:16791395 lambda:0.000709
token:16820416 lambda:0.999174
token:16808047 lambda:0.000225
token:16809602 lambda:0.026630
token:16808104 lambda:0.151400
token:16812094 lambda:0.000497
token:16816784 lambda:0.000240
token:16813748 lambda:0.000646
token:16800296 lambda:0.282481
token:16823226 lambda:0.022577
token:50344956 lambda:0.000736
token:16794520 lambda:0.473245
token:16791598 lambda:0.000615
token:16814519 lambda:0.000529
token:50341011 lambda:0.963380
token:50348104 lambda:0.000176
token:50349437 lambda:0.000243
token:16783254 lambda:0.005414
token:50340811 lambda:0.000106
token:50348641 lambda:0.003283
token:16779923 lambda:0.001986
token:16799256 lambda:0.000236
token:50343305 lambda:0.000770
token:16816142 lambda:0.296477
token:16808570 lambda:0.001334
token:16829003 lambda:0.000096
token:16786078 lambda:0.986915
token:16832008 lambda:0.000026
token:16777689 lambda:0.003613
token:50352060 lambda:0.000001
token:16781503 lambda:0.000473
token:33554480 lambda:0.999410
token:16805177 lambda:0.949277
token:16862975 lambda:0.000291
token:16781829 lambda:0.002083
token:50338068 lambda:0.917307
token:16824054 lambda:0.000240
token:50334705 lambda:0.000036
token:50358238 lambda:0.600569
token:50346539 lambda:0.000299
token:16818535 lambda:0.000012
token:16809051 lambda:0.000013
token:16779290 lambda:0.000177
token:16788163 lambda:0.000002
token:16785184 lambda:0.993296
token:16796199 lambda:0.000391
token:16816958 lambda:0.000691
token:16870238 lambda:0.000113
token:50348845 lambda:0.000068
token:16785602 lambda:0.029121
token:50347007 lambda:0.004320
token:16784427 lambda:0.185131
token:16798708 lambda:0.066797
token:50337089 lambda:0.000723
token:16777695 lambda:0.000832
token:50351074 lambda:0.000023
token:16785619 lambda:0.037627
token:16806816 lambda:0.149989
token:16817287 lambda:0.000566
token:16818565 lambda:0.000596
token:16790686 lambda:0.000240
token:16810791 lambda:0.000293
token:16823483 lambda:0.000380
token:16809323 lambda:0.001455
token:16797378 lambda:0.000039
token:16788736 lambda:0.001690
token:16815658 lambda:0.000208
token:16815902 lambda:0.000001
token:16836966 lambda:0.000095
token:50352334 lambda:0.002435
token:16853845 lambda:0.000240
token:50355932 lambda:0.001325
token:16832479 lambda:0.001994
token:50337866 lambda:0.999765
token:50338655 lambda:0.005819
token:16819436 lambda:0.004305
token:16808006 lambda:0.000870
token:16783476 lambda:0.183093
token:16802443 lambda:0.005055
token:16786180 lambda:0.002534
token:16802509 lambda:0.000981
token:16808460 lambda:0.000387
token:16813345 lambda:0.000331
token:16788300 lambda:0.000012
token:16811963 lambda:0.000022
token:16791071 lambda:0.000049
token:50352639 lambda:0.000239
token:16805118 lambda:0.002101
token:16780228 lambda:0.293918
token:16796240 lambda:0.000638
token:16810410 lambda:0.000001
token:16830326 lambda:0.000185
token:16818434 lambda:0.001895
token:16778677 lambda:0.090507
token:16811113 lambda:0.009331
token:16846971 lambda:0.000240
token:50340929 lambda:0.127790
token:16788040 lambda:0.000200
token:50354978 lambda:0.999954
token:16791005 lambda:0.007167
token:16779771 lambda:0.178785
token:50335216 lambda:0.000222
token:50351775 lambda:0.000240
token:16826927 lambda:0.000240
token:16822748 lambda:0.000001
token:16809493 lambda:0.008389
token:16817651 lambda:0.012917
token:16846471 lambda:0.000240
token:16816415 lambda:0.035217
token:16798673 lambda:0.000103
token:16802142 lambda:0.000487
token:16788905 lambda:0.000159
token:16818853 lambda:0.000640
token:16799915 lambda:0.000111
token:16787595 lambda:0.722964
token:16807023 lambda:0.997636
token:16816076 lambda:0.013638
token:16802758 lambda:0.873078
token:16838488 lambda:0.999998
token:16828993 lambda:0.859750
token:16807442 lambda:0.000385
token:16811632 lambda:0.000001
token:16802721 lambda:0.000058
token:16788575 lambda:0.004531
token:16808315 lambda:0.036748
token:16787586 lambda:0.000001
token:50348336 lambda:0.000049
token:16828947 lambda:0.000106
token:50351290 lambda:0.000769
token:16806023 lambda:0.000145
token:50337862 lambda:0.000118
token:16801826 lambda:0.000048
token:16794381 lambda:0.004670
token:16786606 lambda:0.999930
token:16864648 lambda:0.000952
token:16796040 lambda:0.002525
token:16792685 lambda:0.001128
token:16818677 lambda:0.033504
token:16795063 lambda:0.493931
token:16810899 lambda:0.000026
token:16812367 lambda:0.000295
token:16809761 lambda:0.000363
token:16837848 lambda:0.000308
token:16809667 lambda:0.001516
token:50343692 lambda:0.000300
token:16811614 lambda:0.001108
token:16784841 lambda:0.326954
token:16841883 lambda:0.000357
token:16814507 lambda:0.000216
token:16787556 lambda:0.000244
token:16798511 lambda:0.000630
token:16809645 lambda:0.000529
token:50342803 lambda:0.000303
token:16805529 lambda:0.991765
token:50336309 lambda:0.001274
token:50351483 lambda:0.000234
token:16804008 lambda:0.000565
token:16777401 lambda:0.105827
token:16816317 lambda:0.000048
token:16783221 lambda:0.996463
token:16795488 lambda:0.000042
token:16854899 lambda:0.999942
token:16794846 lambda:0.000226
token:16805544 lambda:0.000240
token:16798005 lambda:0.005026
token:50334743 lambda:0.002734
token:16813297 lambda:0.004447
token:50341658 lambda:0.000870
token:16830298 lambda:0.000546
token:16823720 lambda:0.000240
token:16824734 lambda:0.999750
token:16806966 lambda:0.000330
token:50351070 lambda:0.000121
token:50337151 lambda:0.001013
token:16790186 lambda:0.000091
token:50351109 lambda:0.000240
token:16798326 lambda:0.000042
token:16856252 lambda:0.000156
token:16778419 lambda:0.999438
token:16778212 lambda:0.005721
token:16803882 lambda:0.001766
token:16826247 lambda:0.000240
token:16826623 lambda:0.000188
token:16812204 lambda:0.359760
token:33566010 lambda:0.999999
token:16778701 lambda:0.003104
token:16798977 lambda:0.000171
token:50352453 lambda:0.262231
token:50348234 lambda:0.022783
token:33566737 lambda:0.000258
token:16797178 lambda:0.000259
token:16801389 lambda:0.000053
token:16793699 lambda:0.000365
token:50349962 lambda:0.000052
token:16826342 lambda:0.000562
token:16817856 lambda:0.007764
token:16822042 lambda:0.000784
token:16824026 lambda:0.083829
token:16784390 lambda:0.000958
token:16801832 lambda:0.000080
token:16789088 lambda:0.000387
token:50332966 lambda:0.997204
token:16819636 lambda:0.000102
token:50346976 lambda:0.000508
token:16793362 lambda:0.000147
token:16816439 lambda:0.001224
token:16820054 lambda:0.001100
token:16797944 lambda:0.000353
token:16789641 lambda:0.000309
token:16819118 lambda:0.999981
token:50357002 lambda:0.000240
token:16828153 lambda:0.240426
token:16798878 lambda:0.000055
token:50340980 lambda:0.000398
token:50354260 lambda:0.000271
token:16814960 lambda:0.000722
token:16826606 lambda:0.000240
token:16787273 lambda:0.000528
token:16851771 lambda:0.000108
token:16786299 lambda:0.003484
token:50339778 lambda:0.999961
token:50332817 lambda:0.000393
token:16799657 lambda:0.000696
token:16818478 lambda:0.255245
token:16797319 lambda:0.000159
token:50357393 lambda:0.000001
token:50353859 lambda:0.000192
token:16850360 lambda:0.127240
token:16828613 lambda:0.000193
token:16821718 lambda:0.000837
token:16853451 lambda:0.963380
token:50349139 lambda:0.000240
token:16816017 lambda:0.000439
token:16794327 lambda:0.003109
token:16841713 lambda:0.999344
token:16778362 lambda:0.252987
token:50342755 lambda:0.000201
token:16785522 lambda:0.004279
token:16780953 lambda:0.587683
token:16803970 lambda:0.000421
token:16863633 lambda:0.963380
token:16799981 lambda:0.000940
